Agency Name,Profile URL,Website URL,Description,City,State,Employee Count,Min Project Size,Average Rating,Review Count,Industry Focus,Clients List,Common Project Size,Client Size Distribution
Rule29,https://themanifest.com/company/rule29,http://rule29.com/?utm_source=clutch.co&utm_medium=referral,"Rule29 is a branding company located in Phoenix, Arizona and Geneva, Illinois. The agency offers Branding, Web Design, Advertising, and Packaging Design and has a small team.The agency was established in 2000.","Phoenix, AZ",AZ,'2 - 9,"$25,000+",4.9,28,"Business services 25%
Consumer products & services 25%
Non-profit 25%
Other industries 25%",,"$50K-$199K 17 projects
$10K-$49K 5 projects
<$10K 2 projects","Small Business (<$10M) 15%
Midmarket ($10M - $1B) 55%
Enterprise (>$1B) 30%"
Idea Peddler,https://themanifest.com/company/idea-peddler,http://ideapeddler.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,"Advertising company Idea Peddler is based in Austin, Texas and Santa Fe, New Mexico. The small agency was founded in 2011. Their services include Advertising, Media Planning & Buying, Other Digital Marketing, and Video Production.","Austin, TX",TX,'10 - 49,"$25,000+",4.8,9,"Hospitality & leisure 70%
Consumer products & services 30%",Taos Ski Valley,"$10K-$49K 2 projects
$50K-$199K 2 projects
$200K-$999K 2 projects","Small Business (<$10M) 30%
Midmarket ($10M - $1B) 65%
Enterprise (>$1B) 5%"
PLAYBOOK STUDIO,https://themanifest.com/company/studio-11-1,http://www.playbook.studio,"PLAYBOOK STUDIO LLC is a branding agency. Established in 2014, the team provides branding, logo, advertising, market research, and more. Their small firm is located in Chicago, Illinois and New York, New York.","Chicago, IL",IL,'2 - 9,"$75,000+",4.8,3,"Consumer products & services 20%
Hospitality & leisure 20%
Information technology 20%
Manufacturing 20%
Medical 20%",Lafayette 148,,Small Business (<$10M) 100%
Digital Ink,https://themanifest.com/company/digital-ink-0,https://digitalinkco.com,"Digital Ink is a small advertising company launched in 2014. Their services include advertising, branding, marketing strategy, digital strategy, and more. The company is in Carlsbad, California; Toronto, Canada and Docklands, Australia.","Carlsbad, CA",CA,'10 - 49,"$10,000+",5,10,,,"$10K-$49K 7 projects
<$10K 1 project","Small Business (<$10M) 50%
Midmarket ($10M - $1B) 50%"
Tenderling Design,https://themanifest.com/company/tenderling-design,http://www.tenderling.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,"Tenderling Design, a branding company, was launched in 2009. They are based in Austin, Texas and have a small team. Their services include Branding, Web Design, Graphic Design, and Advertising.","Austin, TX",TX,'10 - 49,"$25,000+",5,22,"Hospitality & leisure 40%
Real estate 40%
Food & Beverage 20%",Fairmont Hotels and Resorts,"<$10K 5 projects
$10K-$49K 5 projects
$50K-$199K 2 projects","Small Business (<$10M) 25%
Midmarket ($10M - $1B) 50%
Enterprise (>$1B) 25%"
BLVR®,https://themanifest.com/company/blvr,http://blvr.com/,"BLVR is a new type of agency, not just a creative shop but a belief company. They consult with fearless leaders to build brands that shape culture through brand strategy, identity, campaigns, and experiences.","San Diego, CA",CA,'10 - 49,"$25,000+",5,36,"Consumer products & services 50%
Medical 30%
Hospitality & leisure 20%",Andis,"$10K-$49K 16 projects
$50K-$199K 11 projects
<$10K 2 projects","Small Business (<$10M) 15%
Midmarket ($10M - $1B) 60%
Enterprise (>$1B) 25%"
Aspire Digital Solutions,https://themanifest.com/company/aspire-digital-solutions,https://aspiredigitalsolutions.com/contact/?utm_source=clutch.co&utm_medium=referral,"Aspire Digital Solutions is a Ridgefield, Connecticut-based SEO company. Established in 2018, the small team provides Search Engine Optimization, Web Design, Advertising, Social Media Marketing, and more.","Ridgefield, CT",CT,'2 - 9,"$5,000+",5,31,"Financial services 25%
Medical 25%
eCommerce 20%
Dental 15%
Manufacturing 10%
Non-profit 5%",St Johns Fragrance Co,"<$10K 19 projects
$10K-$49K 3 projects
$50K-$199K 3 projects","Small Business (<$10M) 50%
Midmarket ($10M - $1B) 50%"
5+8,https://themanifest.com/company/58-0,http://www.5plus8.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,"Established in 2013, 5+8 is a branding firm. Their small team is located in Houston, Texas. Their team focuses on Branding, Marketing Strategy, Social Media Marketing, Advertising, and more.","Houston, TX",TX,'10 - 49,"$25,000+",5,15,"Automotive 10%
Business services 10%
Construction 10%
Consumer products & services 10%
Hospitality & leisure 10%
Information technology 10%
Legal Cannabis 10%
Non-profit 10%
Real estate 10%
Sports 10%",Lyft,"$10K-$49K 6 projects
<$10K 4 projects
$50K-$199K 3 projects","Small Business (<$10M) 45%
Midmarket ($10M - $1B) 45%
Enterprise (>$1B) 10%"
Most Likely To,https://themanifest.com/company/most-likely,https://mostlikelyto.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,"Most Likely To is an advertising agency from San Francisco. It was founded in 2017 and now has a team of 6 that works on advertising, branding, digital strategy, media planning & buying, content marketing, and video production for companies of varying sizes.","San Francisco, CA",CA,'10 - 49,"$25,000+",5,11,"Government 30%
Non-profit 25%
Consumer products & services 20%
Hospitality & leisure 15%
Financial services 10%",Click Therapeutics,"$50K-$199K 4 projects
$1,000,000-$9,999,999 2 projects
$10K-$49K 1 project","Small Business (<$10M) 70%
Midmarket ($10M - $1B) 30%"
Surge Elevate Thrive - Amazon Marketing,https://themanifest.com/company/surge-elevate-thrive-amazon-marketing,https://www.proventusagency.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,"Surge Elevate Thrive - Amazon Marketing, a pay per click company, was founded in 2020. The small Idaho Falls, Idaho-based team specializes in Pay Per Click, Advertising, Social Media Marketing, Search Engine Optimization, and more.","Idaho Falls, ID",ID,'10 - 49,"$1,000+",5,4,"eCommerce 90%
Manufacturing 5%
Retail 5%",,"$10K-$49K 1 project
$50K-$199K 1 project","Small Business (<$10M) 70%
Midmarket ($10M - $1B) 30%"
neuelane,https://themanifest.com/company/neuelane,https://neuelane.com/?utm_source=clutch&utm_medium=agency_list&utm_campaign=agency_directory&utm_content=organic_traffic,"neuelane is a Miami-based full-service advertising agency founded in 2017. The team of about five employees serves midmarket and small businesses in the real estate, hospitality and leisure, and retail industries. They offer advertising, social media marketing, and branding services.","Miami, FL",FL,'2 - 9,"$5,000+",4.9,19,"Hospitality & leisure 25%
Consumer products & services 20%
Real estate 20%
Retail 15%
Business services 10%
eCommerce 10%",Iberia Foods,"$50K-$199K 6 projects
$10K-$49K 5 projects
<$10K 2 projects","Small Business (<$10M) 25%
Midmarket ($10M - $1B) 65%
Enterprise (>$1B) 10%"
Sociallyin,https://themanifest.com/company/sociallyin,https://sociallyin.com?utm_campaign=Clutch.co-Profile&utm_source=Clutch.Co&utm_medium=Clutch.co,"Sociallyin, a social media marketing company, was established in 2011. The midsize team focuses on Social Media Marketing, Video Production, Advertising, and Video Marketing. The company is based in Atlanta, Georgia; Birmingham, Alabama; Los Angeles, California and Frisco, Texas.","Atlanta, GA",GA,'50 - 249,"$5,000+",4.7,40,"Business services 10%
Construction 10%
Consumer products & services 10%
Food & Beverage 10%
Franchises 10%
Information technology 10%
Media 10%
Other industries 10%
Retail 10%
eCommerce 10%",Dicks Sporting Goods,"$10K-$49K 14 projects
<$10K 11 projects
$50K-$199K 7 projects","Small Business (<$10M) 48%
Midmarket ($10M - $1B) 47%
Enterprise (>$1B) 5%"
J2,https://themanifest.com/company/j2,https://j2made.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,"Branding firm J2 was launched in 2007. In Philadelphia, Pennsylvania, their small team focuses on branding, market research, logo, ux/ui design, and more.","Philadelphia, PA",PA,'10 - 49,"$25,000+",4.9,17,"Arts, entertainment & music 20%
Consumer products & services 20%
Education 20%
Non-profit 20%
Real estate 20%",Kimmel Cultural Campus,"$50K-$199K 8 projects
$10K-$49K 4 projects
$200K-$999K 4 projects","Small Business (<$10M) 50%
Midmarket ($10M - $1B) 40%
Enterprise (>$1B) 10%"
Greenbaum Stiers Strategic Marketing Group,https://themanifest.com/company/greenbaum-stiers-strategic-marketing-group,https://www.greenbaumstiers.com?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,"Greenbaum Stiers Strategic Marketing Group is an Advertising company. They focus on Advertising, Search Engine Optimization, Pay Per Click, and Web Design and were established in 2017. Their small team is located in Columbus, Ohio.","Columbus, OH",OH,'10 - 49,"$1,000+",4.8,13,"Consumer products & services 50%
Manufacturing 35%
eCommerce 15%",,"$10K-$49K 6 projects
$50K-$199K 2 projects
<$10K 1 project","Small Business (<$10M) 60%
Midmarket ($10M - $1B) 40%"
Ideas Collide,https://themanifest.com/company/ideas-collide,http://Ideascollide.com,"Advertising company Ideas Collide was launched in 2005. Their midsize team is in Phoenix, Arizona and Portland, Oregon and specializes in Advertising, Branding, Marketing Strategy, Social Media Marketing, and more.","Phoenix, AZ",AZ,'50 - 249,"$5,000+",5,2,"Consumer products & services 15%
Education 15%
Financial services 15%
Hospitality & leisure 15%
Information technology 15%
Medical 15%
Non-profit 10%",,,"Small Business (<$10M) 15%
Midmarket ($10M - $1B) 25%
Enterprise (>$1B) 60%"
The Engine is Red,https://themanifest.com/company/engine-red,http://www.theengineisred.com/clutch/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,"The Engine is Red is a full-service digital agency with locations in Santa Rosa, Calif., and Minneapolis. The agency was founded in 2008 and has around 20 employees who specialize in marketing strategy, branding, web design and development, and mobile app development, among other services. It serves clients in the health care, nonprofit, retail, education, energy, and financial industries.","Santa Rosa, CA",CA,'10 - 49,"$5,000+",4.7,6,"Government 20%
Medical 20%
Energy & natural resources 15%
eCommerce 15%
Education 10%
Financial services 10%
Non-profit 10%",Rombauer Vineyards,"$10K-$49K 2 projects
$50K-$199K 2 projects","Small Business (<$10M) 60%
Midmarket ($10M - $1B) 40%"
Comrade Digital Marketing Agency,https://themanifest.com/company/comrade-digital-marketing-agency,https://comradeweb.com/?utm_source=clutch.co&utm_medium=referral,"Generative AI company Comrade Digital Marketing Agency was launched in 2008. The firm provides Generative AI, Search Engine Optimization, Advertising, Web Design, and more and has a small team. The firm is headquartered in Chicago, Illinois; Miami, Florida; Los Angeles, California and Austin, Texas.","Chicago, IL",IL,'10 - 49,"$10,000+",4.8,64,"Legal 40%
Business services 25%
Medical 20%
Manufacturing 5%
Real estate 5%
Supply Chain, Logistics, and Transport 5%",Home Services,"$10K-$49K 27 projects
$50K-$199K 15 projects
<$10K 13 projects","Small Business (<$10M) 80%
Midmarket ($10M - $1B) 20%"
Zerotrillion,https://themanifest.com/company/zerotrillion,https://www.zerotrillion.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,"Zerotrillion is an Advertising company. The midsize New York, New York-based firm was founded in 2019. Their services include Advertising, Branding, Public Relations, and Marketing Strategy.","New York, NY",NY,'50 - 249,"$100,000+",5,2,"Arts, entertainment & music 10%
Automotive 10%
Consumer products & services 10%
Energy & natural resources 10%
Financial services 10%
Gaming 10%
Hospitality & leisure 10%
Medical 10%
Real estate 10%
Retail 10%","Niagara Falls Tourism
Amazon Prime Video
YETI
Grown Brilliance","$200K-$999K 1 project
$1,000,000-$9,999,999 1 project","Midmarket ($10M - $1B) 50%
Enterprise (>$1B) 50%"
Neff,https://themanifest.com/company/neff,https://neffknows.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,"Neff is an advertising agency based in Philadelphia, Pa. Founded in 1987, their team of 20 employees specializes in branding, web development, and web design.","Philadelphia, PA",PA,'10 - 49,"$25,000+",5,19,"Other industries 10%
Advertising & marketing 6%
Arts, entertainment & music 6%
Automotive 6%
Business services 6%
Consumer products & services 6%
Education 6%
Financial services 6%
Hospitality & leisure 6%",21st Century Cyber Charter School,"$10K-$49K 7 projects
$50K-$199K 6 projects
$200K-$999K 1 project","Small Business (<$10M) 33%
Midmarket ($10M - $1B) 34%
Enterprise (>$1B) 33%"
The Influencer Marketing Factory,https://themanifest.com/company/influencer-marketing-factory,https://theinfluencermarketingfactory.com/,"The Influencer Marketing Factory is a social media marketing company. Founded in 2018, the agency is located in Miami, Florida; New York, New York and Sumare, Brazil. The midsize team specializes in Social Media Marketing, Advertising, Market Research, Marketing Strategy, and more.","Miami, FL",FL,'50 - 249,"$25,000+",4.2,5,"Consumer products & services 20%
Education 16%
Gaming 16%
Hospitality & leisure 16%
Retail 16%
eCommerce 16%",Google,"<$10K 2 projects
$10K-$49K 1 project
$50K-$199K 1 project","Small Business (<$10M) 15%
Midmarket ($10M - $1B) 65%
Enterprise (>$1B) 20%"
HireInfluence,https://themanifest.com/company/hireinfluence,https://hireinfluence.com/?utm,"In The Woodlands, Texas; New York, New York and Los Angeles, California, HireInfluence is a social media marketing company. They focus on Social Media Marketing, Marketing Strategy, Digital Strategy, Content Marketing, and more and were launched in 2011.","The Woodlands, TX",TX,'10 - 49,"$75,000+",4.6,5,"Advertising & marketing 10%
Arts, entertainment & music 10%
Automotive 10%
Consumer products & services 10%
Education 10%
Food & Beverage 10%
Hospitality & leisure 10%
Media 10%
Retail 10%
eCommerce 10%",,$50K-$199K 3 projects,"Midmarket ($10M - $1B) 50%
Enterprise (>$1B) 50%"
Granular,https://themanifest.com/company/granular,https://granularmarketing.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,"Granular is a PPC company. They offer Pay Per Click, Advertising, Media Planning & Buying, Social Media Marketing, and more and were founded in 2014. Their small team is Milwaukee, Wisconsin-based.","Milwaukee, WI",WI,'10 - 49,"$5,000+",4.9,12,"eCommerce 25%
Education 20%
Consumer products & services 15%
Medical 15%
Business services 10%
Retail 10%
Legal 5%","Radio Milwaukee
Mecum Auctions
Harley-Davidson Museum
Royal Enfield",$10K-$49K 3 projects,"Small Business (<$10M) 50%
Midmarket ($10M - $1B) 30%
Enterprise (>$1B) 20%"
JOS,https://themanifest.com/company/jos,https://www.josephstudios.net/contact/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,"JOS is a Content Marketing company. Their small team is located in Atlanta, Georgia. The agency provides Content Marketing, Email Marketing, Advertising, Public Relations, and more. The agency was established in 2016.","Atlanta, GA",GA,'10 - 49,"$1,000+",4.9,37,"Information technology 25%
Business services 20%
Financial services 20%
Medical 20%
Legal 15%",Paradise Wedding Chapel,"<$10K 15 projects
$10K-$49K 7 projects
$50K-$199K 1 project","Small Business (<$10M) 35%
Midmarket ($10M - $1B) 40%
Enterprise (>$1B) 25%"
